1	1.112	0.897
2	1.137	1.754
3	1.222	2.368
4	1.316	2.948
5	1.459	3.277
6	1.482	3.824
7	1.624	4.147
8	1.800	3.994
9	1.900	4.239
10	2.095	4.165
11	2.265	4.634
12	2.550	4.360
13	2.726	4.512
14	2.801	4.813
15	2.963	4.696
16	3.198	4.769
17	3.370	4.618
18	3.621	4.877
19	3.858	4.765
20	4.064	4.736
